name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Cancer Diagnosis (diap),1.42e-17,79.41,25,1087,0,25.57,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Infiltration (patf),1.42e-17,42.65,25,20,0,36.0,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Implants (medd),1.42e-17,72.55,25,154,0,29.06,2.0
Cancer Cell Growth (neop),PART_OF,Prostate (bpoc),LOCATION_OF,Carcinoma (neop),1.42e-17,94.8,25,46,0,38.59,2.0
Alendronate (opco),TREATS,loss; bone (patf),PROCESS_OF,Cancer Patient (humn),7.87e-07,74.58,6,5,0,9.17,1.0
paricalcitol (orch),STIMULATES,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.46e-15,266.09,8,14,0,12.57,8.0
paricalcitol (orch),STIMULATES,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),2.46e-15,265.33,8,13,0,12.92,12.0
paricalcitol (orch),STIMULATES,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.5e-09,277.6,8,6,0,10.5,8.0
Vitamin measurement (lbpr),USES,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.32e-07,272.63,4,35,0,4.46,6.0
Vitamin measurement (lbpr),USES,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.32e-07,263.65,4,28,0,4.57,4.0
Vitamin D (phsu),PREDISPOSES,Oxidative Stress (comd),COEXISTS_WITH,Benign prostatic hypertrophy (neop),2.62e-08,210.95,8,6,0,10.5,9.0
Vitamin D (phsu),PREDISPOSES,Oxidative Stress (comd),COEXISTS_WITH,Malignant neoplasm of prostate (neop),4.5e-15,250.18,8,25,0,10.56,9.0
Vitamin D (phsu),PREDISPOSES,Oxidative Stress (comd),AFFECTS,Malignant neoplasm of prostate (neop),4.5e-15,256.99,8,11,0,13.82,7.0
macrophage (cell),LOCATION_OF,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.34e-30,243.36,16,35,0,23.31,2.0
macrophage (cell),LOCATION_OF,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),4.34e-30,234.38,16,28,0,25.14,2.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),PROCESS_OF,Cancer Patient (humn),3.92e-06,24.25,10,56,0,11.79,1.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),PART_OF,Breast (bpoc),3.92e-06,34.7,10,10,0,20.0,3.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),COEXISTS_WITH,Advanced cancer (neop),3.92e-06,71.97,10,8,0,14.4,4.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),ISA,Neoplasm Metastasis (neop),3.92e-06,21.37,10,16,0,16.25,4.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),PROCESS_OF,Animal Model (anim),3.93e-06,35.69,10,7,0,11.9,1.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),PART_OF,Prostate (bpoc),3.92e-06,88.91,10,41,0,12.44,3.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),COEXISTS_WITH,Prostate carcinoma (neop),3.92e-06,78.67,10,20,0,15.0,4.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),COEXISTS_WITH,Malignant neoplasm of prostate (neop),3.92e-06,85.72,10,183,0,10.55,4.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),ISA,Solid tumor (neop),3.92e-06,62.0,10,13,0,17.69,4.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),AFFECTS,Malignant neoplasm of prostate (neop),3.92e-06,97.08,10,8,0,14.4,4.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),COEXISTS_WITH,Prostate cancer metastatic (neop),3.92e-06,107.31,10,10,0,20.0,4.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),COEXISTS_WITH,Multiple Myeloma (neop),3.92e-06,83.92,10,6,0,9.6,4.0
Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),COEXISTS_WITH,Solid tumor (neop),6.38e-06,37.89,10,5,0,7.5,4.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),PREDISPOSES,Malignant neoplasm of prostate (neop),3.65e-07,205.24,4,31,0,4.52,10.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),AUGMENTS,Malignant neoplasm of prostate (neop),5.08e-06,197.34,4,4,0,8.0,10.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),INTERACTS_WITH,Stanolone (strd),3.65e-07,141.67,4,83,0,4.19,10.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),CAUSES,Malignant neoplasm of prostate (neop),3.65e-07,207.75,4,21,0,4.76,10.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),CONVERTS_TO,Stanolone (strd),3.65e-07,142.92,4,14,0,5.14,10.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),INTERACTS_WITH,Androgen Receptor|AR (aapp),4.79e-07,133.78,4,9,0,5.78,10.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),TREATS,Hypogonadism (dsyn),3.65e-07,137.24,4,14,0,5.14,4.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),ISA,Androgens (horm),2.42e-06,132.55,4,8,0,6.0,5.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.65e-07,205.03,4,53,0,4.3,8.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),INTERACTS_WITH,Androgens (horm),3.65e-07,133.74,4,20,0,4.8,10.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),AFFECTS,Prostate (bpoc),3.66e-07,143.41,4,9,0,5.78,7.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),compared_with,Stanolone (strd),4.21e-07,138.71,4,8,0,6.0,10.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),ISA,Hormones (horm),2.19e-06,129.5,4,10,0,5.6,5.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),ISA,Androgens (horm),3.65e-07,131.97,4,73,0,4.22,5.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),ISA,Androgens (horm),4.6e-07,134.03,4,9,0,5.78,5.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),TREATS,Malignant neoplasm of prostate (neop),3.65e-07,207.31,4,69,0,4.23,4.0
Vitamin D (phsu),INTERACTS_WITH,Testosterone (strd),TREATS,Malignant neoplasm of prostate (neop),3.65e-07,205.54,4,32,0,4.5,4.0
brush border membrane (celc),LOCATION_OF,Vesicle (acab),COEXISTS_WITH,Malignant neoplasm of prostate (neop),4.56e-09,71.9,77,6,0,6.47,2.0
Vitamin D (phsu),ISA,Lipids (lipd),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.71e-09,213.08,5,7,0,8.57,5.0
Calcium (bacs),compared_with,Alkaline Phosphatase (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.13e-08,195.14,5,12,0,7.08,8.0
Calcium (bacs),compared_with,Alkaline Phosphatase (aapp),PREDISPOSES,Secondary malignant neoplasm of bone (neop),1.15e-08,141.83,5,8,0,8.12,17.0
Muscle Weakness (fndg),COEXISTS_WITH,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),3.77e-16,260.74,10,10,0,20.0,9.0
dihydroxy-vitamin D3 (orch),STIMULATES,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.27e-22,266.14,29,14,0,20.76,8.0
dihydroxy-vitamin D3 (orch),STIMULATES,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),1.47e-20,265.38,29,13,0,18.83,12.0
dihydroxy-vitamin D3 (orch),STIMULATES,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.5e-09,277.65,29,6,0,7.24,8.0
Heel (blor),LOCATION_OF,Ultrasonography (diap),DIAGNOSES,Malignant neoplasm of prostate (neop),4.35e-06,104.49,5,127,0,5.2,2.0
Heel (blor),LOCATION_OF,Ultrasonography (diap),METHOD_OF,Core needle biopsy (diap),5.71e-06,62.15,5,5,0,10.0,2.0
Heel (blor),LOCATION_OF,Ultrasonography (diap),METHOD_OF,Cancer Diagnosis (diap),5.32e-06,65.64,5,5,0,10.0,2.0
Heel (blor),LOCATION_OF,Ultrasonography (diap),AFFECTS,Malignant neoplasm of prostate (neop),4.38e-06,138.88,5,5,0,10.0,2.0
Heel (blor),LOCATION_OF,Ultrasonography (diap),METHOD_OF,Biopsy (diap),4.35e-06,40.07,5,26,0,5.96,2.0
Heel (blor),LOCATION_OF,Ultrasonography (diap),DIAGNOSES,Prostatic Diseases (dsyn),4.36e-06,79.03,5,6,0,9.17,2.0
Heel (blor),LOCATION_OF,Ultrasonography (diap),DIAGNOSES,Carcinoma (neop),4.35e-06,35.99,5,11,0,7.27,2.0
Heel (blor),LOCATION_OF,Ultrasonography (diap),DIAGNOSES,Prostatic Neoplasms (neop),7.11e-06,115.86,5,4,0,7.2,2.0
Black race (humn),LOCATION_OF,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),8.15e-08,138.57,5,15,0,6.67,2.0
Black race (humn),LOCATION_OF,Calcium (bacs),PART_OF,Protoplasm (celc),2.53e-06,62.07,5,41,0,5.61,2.0
Black race (humn),LOCATION_OF,Calcium (bacs),PART_OF,Coronary artery (bpoc),6.73e-07,61.86,5,1,0,1.2,2.0
Black race (humn),LOCATION_OF,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),8.15e-08,150.09,5,23,0,6.09,2.0
PTH gene|PTH (gngm),COEXISTS_WITH,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.33e-23,162.09,23,15,0,24.78,8.0
PTH gene|PTH (gngm),COEXISTS_WITH,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,85.59,23,41,0,35.9,3.0
PTH gene|PTH (gngm),COEXISTS_WITH,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,85.38,23,1,0,1.04,3.0
PTH gene|PTH (gngm),COEXISTS_WITH,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),2.27e-37,173.61,23,23,0,46.0,9.0
Mixed Function Oxygenases (aapp),INTERACTS_WITH,Calcitriol (horm),ISA,Dihydroxycholecalciferols (phsu),2.35e-07,171.54,7,9,0,12.44,5.0
Calcium (bacs),INHIBITS,Alkaline Phosphatase (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.65e-07,134.24,5,12,0,7.08,8.0
Calcium (bacs),INHIBITS,Alkaline Phosphatase (aapp),PREDISPOSES,Secondary malignant neoplasm of bone (neop),3.65e-07,80.93,5,8,0,8.12,13.0
Cholecalciferol (phsu),STIMULATES,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.72e-22,239.6,12,14,0,22.29,8.0
Cholecalciferol (phsu),STIMULATES,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),1.49e-20,238.83,12,13,0,23.08,12.0
Cholecalciferol (phsu),STIMULATES,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.5e-09,251.1,12,6,0,9.0,8.0
Vitamin D3 Receptor (gngm),PART_OF,Intestines (bpoc),LOCATION_OF,Adverse effects (patf),2.58e-09,109.02,57,12,0,14.53,2.0
Vitamin D3 Receptor (gngm),PART_OF,Intestines (bpoc),LOCATION_OF,Toxic effect (inpo),9.35e-45,108.75,57,58,0,113.02,2.0
Calcitriol (horm),INTERACTS_WITH,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.33e-23,219.47,20,15,0,26.25,8.0
Calcitriol (horm),INTERACTS_WITH,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,142.97,20,41,0,29.76,3.0
Calcitriol (horm),INTERACTS_WITH,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,142.75,20,1,0,1.05,3.0
Calcitriol (horm),INTERACTS_WITH,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),6.22e-37,230.98,20,23,0,37.39,10.0
"PTH protein, human|PTH (aapp)",INHIBITS,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.6e-16,226.26,9,35,0,11.31,8.0
"PTH protein, human|PTH (aapp)",INHIBITS,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.6e-16,217.28,9,28,0,11.89,4.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),TREATS,Osteoporosis (dsyn),1.03e-06,32.2,28,24,1,44.57,4.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),DISRUPTS,Osteoclasts (cell),3.23e-21,42.2,29,23,0,41.24,6.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),TREATS,Bone pain (sosy),8.34e-16,56.84,29,13,0,18.83,4.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),TREATS,Malignant neoplasm of prostate (neop),7.65e-38,111.66,29,61,0,42.79,4.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),PREVENTS,Neoplasm Metastasis (neop),4.05e-06,59.01,29,5,0,5.86,6.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),PREVENTS,loss; bone (patf),3.95e-30,48.02,29,28,0,55.03,6.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),TREATS,loss; bone (patf),4.18e-09,42.04,29,10,0,13.45,4.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),INHIBITS,Bone Resorption (ortf),1.62e-26,37.17,29,37,0,51.73,6.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),TREATS,Multiple Myeloma (neop),1.26e-14,40.47,29,17,0,26.97,4.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),TREATS,Bone Diseases (dsyn),1.82e-13,37.84,29,18,0,29.17,4.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),7.65e-38,56.06,29,104,0,37.09,4.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),PREVENTS,Secondary malignant neoplasm of bone (neop),1.14e-11,53.84,29,10,0,13.45,6.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),TREATS,Hypercalcemia (dsyn),3.25e-06,34.88,29,11,0,15.17,4.0
Prophylactic treatment (topp),USES,Diphosphonates (phsu),TREATS,Neoplasm Metastasis (neop),7.65e-38,53.58,29,36,0,52.36,4.0
Spinal Fractures (inpo),PROCESS_OF,Control Groups (humn),LOCATION_OF,Prostate-Specific Antigen (aapp),1.61e-12,144.71,8,9,0,15.11,1.0
Intact parathyrin (aapp),COEXISTS_WITH,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.64e-06,150.94,4,15,0,5.07,8.0
Intact parathyrin (aapp),COEXISTS_WITH,Calcium (bacs),PART_OF,Protoplasm (celc),4.09e-06,74.44,4,41,0,4.39,3.0
Intact parathyrin (aapp),COEXISTS_WITH,Calcium (bacs),PART_OF,Coronary artery (bpoc),2.24e-06,74.23,4,1,0,1.25,3.0
Intact parathyrin (aapp),COEXISTS_WITH,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),1.64e-06,162.46,4,23,0,4.7,9.0
glucose homeostasis (phsf),ASSOCIATED_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.32e-07,272.63,4,35,0,4.46,8.0
glucose homeostasis (phsf),ASSOCIATED_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.32e-07,263.65,4,28,0,4.57,4.0
Vitamin D3 Receptor|VDR (aapp),ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),3.14e-14,228.64,11,9,0,16.36,5.0
Vitamin D3 Receptor|VDR (aapp),ISA,TRANSCRIPTION FACTOR (aapp),COEXISTS_WITH,FLVCR1 (gngm),2.76e-06,237.85,11,4,0,5.45,5.0
Vitamin D3 Receptor|VDR (aapp),ISA,TRANSCRIPTION FACTOR (aapp),INTERACTS_WITH,Androgens (horm),4.6e-07,196.93,11,5,0,7.27,5.0
Vitamin D3 Receptor|VDR (aapp),ISA,TRANSCRIPTION FACTOR (aapp),AFFECTS,Cell Proliferation (celf),4.18e-08,149.74,11,16,0,18.56,5.0
Vitamin D3 Receptor|VDR (aapp),ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.27e-20,233.69,11,42,0,13.88,5.0
Vitamin D3 Receptor|VDR (aapp),ISA,TRANSCRIPTION FACTOR (aapp),INTERACTS_WITH,Androgen Receptor|AR (aapp),4.56e-09,214.83,11,6,0,9.27,5.0
Vitamin D3 Receptor|VDR (aapp),ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Prostatic Neoplasms (neop),2.76e-06,237.85,11,4,0,5.45,5.0
Vitamin D3 Receptor|VDR (aapp),ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.71e-14,237.85,11,9,0,16.36,5.0
Vitamin D3 Receptor|VDR (aapp),ISA,TRANSCRIPTION FACTOR (aapp),PART_OF,Malignant neoplasm of prostate (neop),1.4e-12,227.62,11,8,0,13.82,3.0
Vitamin D (phsu),CAUSES,Oxidative Stress (comd),COEXISTS_WITH,Benign prostatic hypertrophy (neop),2.78e-08,231.55,5,6,0,9.17,9.0
Vitamin D (phsu),CAUSES,Oxidative Stress (comd),COEXISTS_WITH,Malignant neoplasm of prostate (neop),1.59e-09,270.78,5,25,0,6.0,9.0
Vitamin D (phsu),CAUSES,Oxidative Stress (comd),AFFECTS,Malignant neoplasm of prostate (neop),1.59e-09,277.6,5,11,0,7.27,7.0
Vitamin supplementation (phsu),COEXISTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.9e-26,249.46,14,35,0,19.6,8.0
Vitamin supplementation (phsu),COEXISTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.9e-26,240.48,14,28,0,21.0,4.0
Calcifediol (phsu),ISA,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.71e-06,232.73,30,4,0,4.53,4.0
FGF23 (gngm),INTERACTS_WITH,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.25e-07,225.15,4,15,0,5.07,8.0
FGF23 (gngm),INTERACTS_WITH,Calcium (bacs),PART_OF,Protoplasm (celc),2.67e-06,148.64,4,41,0,4.39,3.0
FGF23 (gngm),INTERACTS_WITH,Calcium (bacs),PART_OF,Coronary artery (bpoc),8.17e-07,148.43,4,1,0,1.25,3.0
FGF23 (gngm),INTERACTS_WITH,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),2.25e-07,236.66,4,23,0,4.7,10.0
Dihydroxycholecalciferols (phsu),STIMULATES,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.25e-07,235.53,4,35,0,4.46,8.0
Dihydroxycholecalciferols (phsu),STIMULATES,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.25e-07,226.55,4,28,0,4.57,4.0
"Risk factor, cardiovascular (dsyn)",COEXISTS_WITH,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),2.84e-15,277.6,8,10,0,14.4,9.0
Cardiovascular Diseases (dsyn),CAUSES,Cessation of life (orgf),PROCESS_OF,cohort (popg),2.64e-07,4.96,47,23,0,34.26,1.0
Cardiovascular Diseases (dsyn),CAUSES,Cessation of life (orgf),PROCESS_OF,Cancer Patient (humn),1.74e-06,6.17,47,14,0,18.17,1.0
Cardiovascular Diseases (dsyn),CAUSES,Cessation of life (orgf),PROCESS_OF,American (popg),4.17e-07,13.82,47,8,0,9.36,1.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,SUBCUTANEOUS TUMOR (fndg),3.87e-06,73.38,11,6,0,9.27,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Benign Neoplasm (neop),5.35e-06,127.09,11,4,0,5.45,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Diffusion Magnetic Resonance Imaging (diap),3.87e-06,80.39,11,19,0,17.37,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),PART_OF,Participant (humn),4.17e-06,61.87,11,5,0,7.27,3.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Ovarian Carcinoma (neop),8.58e-06,77.99,11,4,0,5.45,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Glandular proliferation (patf),3.88e-06,54.55,11,6,0,9.27,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,melanoma (neop),5.35e-06,127.09,11,4,0,5.45,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),PART_OF,cohort (popg),8.58e-06,77.99,11,4,0,5.45,3.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Anatomical location (blor),3.87e-06,77.99,11,8,0,13.82,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Morphologically altered structure (anab),3.87e-06,35.72,11,15,0,19.07,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Malignant neoplasm of prostate (neop),3.87e-06,89.35,11,60,0,13.02,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Tumor Burden (diap),3.87e-06,75.94,11,7,0,11.45,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Toxic effect (inpo),4.84e-06,46.18,11,5,0,7.27,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,ABNORMAL GROWTH (fndg),3.87e-06,66.43,11,29,0,15.17,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Hemorrhage (fndg),3.87e-06,35.83,11,13,0,20.31,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Chronic inflammation (patf),3.87e-06,43.79,11,24,0,16.04,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Aggressive behavior (mobd),3.87e-06,87.2,11,9,0,16.36,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Magnetic resonance imaging guided biopsy (diap),3.87e-06,66.43,11,29,0,15.17,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Testosterone (strd),3.87e-06,28.84,11,41,0,13.95,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Neoplasm Metastasis (neop),3.87e-06,80.3,11,33,0,14.67,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Palpation (diap),3.87e-06,56.37,11,13,0,20.31,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),PART_OF,SCID Mice (mamm),3.87e-06,83.25,11,6,0,9.27,3.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Magnetic Resonance Imaging (diap),3.87e-06,70.21,11,505,0,11.24,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,tomography (diap),3.87e-06,70.1,11,30,0,15.03,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),PART_OF,"Rats, Wistar (mamm)",3.87e-06,29.03,11,11,0,22.0,3.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Tumorigenesis (neop),3.87e-06,101.53,11,19,0,17.37,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Tuberculosis (dsyn),3.93e-06,15.37,11,9,0,16.36,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,"Tomography, Emission-Computed (diap)",8.58e-06,77.99,11,4,0,5.45,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Tumor Suppressor Genes (aapp),3.87e-06,73.38,11,6,0,9.27,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Digital Rectal Examination (diap),3.87e-06,64.76,11,42,0,13.88,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Driving While Intoxicated (mobd),3.87e-06,71.29,11,8,0,13.82,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Primary Carcinoma (neop),6.63e-06,96.4,11,4,0,5.45,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Atrophic (patf),3.87e-06,31.28,11,36,0,14.36,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),PART_OF,"Mice, Nude (mamm)",3.87e-06,82.04,11,54,0,13.24,3.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),PART_OF,Bladder (bpoc),3.87e-06,62.92,11,14,0,19.64,3.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Prolactin|PRL (aapp),3.87e-06,58.49,11,10,0,19.09,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Tumor Cell Invasion (fndg),3.87e-06,72.3,11,31,0,14.9,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),PRODUCES,Prostate-Specific Antigen (aapp),3.87e-06,75.48,11,17,0,18.12,3.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Positron-Emission Tomography (diap),3.87e-06,89.32,11,12,0,21.08,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Medical Imaging (diap),3.87e-06,61.59,11,169,0,11.72,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Vitamin D (phsu),3.87e-06,79.66,10,8,1,14.4,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Acute inflammation (fndg),3.87e-06,75.94,11,7,0,11.45,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),PART_OF,Wild Type Mouse (mamm),3.93e-06,96.4,11,5,0,7.27,3.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Digital palpation (diap),3.87e-06,58.04,11,14,0,19.64,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),PART_OF,Gerbils (mamm),8.81e-06,19.67,11,6,0,9.27,3.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),PART_OF,Carcinoma (neop),3.87e-06,79.66,11,9,0,16.36,3.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,AR gene|AR (aapp),3.87e-06,83.25,11,6,0,9.27,2.0
Stromal Cells (cell),PART_OF,Prostate (bpoc),LOCATION_OF,Serum specimen (bdsu),3.87e-06,96.4,11,6,0,9.27,2.0
